task_id,model_version,clarity_score,motion_score,style_score,human_score,complaint_flag
T00005230,Model_A,4.65,3.2,3.58,3.77,0
T00005236,Model_A,3.38,3.81,2.74,3.35,0
T00005239,Model_A,4.06,3.49,4.27,3.7,0
T00005241,Model_A,3.87,3.16,3.64,3.58,0
T00005243,Model_A,3.35,3.08,2.92,3.17,0
T00005246,Model_A,3.77,3.56,3.17,3.58,0
T00005248,Model_A,3.46,3.44,2.52,3.23,0
T00005250,Model_A,3.49,4.34,3.57,3.88,0
T00005253,Model_A,4.01,4.34,3.71,3.99,0
T00005261,Model_A,3.49,3.9,2.8,3.37,0
T00005265,Model_A,3.38,4.57,3.6,4.1,0
T00005266,Model_A,3.7,3.35,3.58,3.58,0
T00005268,Model_A,3.53,3.86,3.11,3.69,0
T00005270,Model_A,3.67,3.76,2.7,3.39,0
T00005272,Model_A,3.2,3.17,3.25,3.21,0
T00005273,Model_A,3.19,3.19,3.37,3.37,0
T00005278,Model_A,4.22,3.1,4.06,3.55,0
T00005282,Model_A,4.3,3.66,3.9,4.11,0
T00005286,Model_A,3.84,3.81,3.48,3.92,0
T00005288,Model_A,3.49,4.24,3.66,3.73,0
T00005290,Model_A,3.32,4.29,3.32,3.65,0
T00005294,Model_A,3.33,4.22,4.23,3.91,0
T00005295,Model_A,3.96,3.83,3.09,3.55,0
T00005297,Model_A,2.93,4.53,3.24,3.62,0
T00005299,Model_A,3.63,4.23,3.15,3.59,0
T00005303,Model_A,3.75,4.21,2.73,3.34,0
T00005306,Model_A,4.52,3.94,3.96,4.29,0
T00005307,Model_A,3.83,3.62,4.13,3.97,0
T00005308,Model_A,3.41,3.31,3.83,3.6,0
T00005312,Model_A,3.39,3.62,3.4,3.29,1
T00005313,Model_A,3.16,3.46,4.26,3.58,0
T00005315,Model_A,3.17,3.67,3.87,3.55,1
T00005317,Model_A,4.03,2.76,3.66,3.62,0
T00005323,Model_A,3.78,3.72,3.27,3.18,0
T00005328,Model_A,3.44,3.5,2.6,3.1,0
T00005331,Model_A,4.12,3.64,2.83,3.66,0
T00005335,Model_A,3.08,2.75,3.13,3.04,0
T00005339,Model_A,3.63,4.31,3.48,3.99,0
T00005341,Model_A,3.52,2.58,3.1,2.9,0
T00005345,Model_A,3.69,3.69,3.09,3.31,0
T00005347,Model_A,3.65,3.51,4.04,3.32,0
T00005350,Model_A,3.72,3.63,2.96,3.73,0
T00005352,Model_A,3.47,3.75,3.2,3.51,0
T00005355,Model_A,3.5,3.21,2.89,2.79,0
T00005356,Model_A,3.43,2.72,3.82,3.09,0
T00005357,Model_A,4.42,2.79,4.16,3.85,0
T00005358,Model_A,3.29,2.78,3.42,3.06,0
T00005360,Model_A,3.71,4.17,3.72,3.78,0
T00005368,Model_A,3.62,3.27,4.43,3.78,0
T00005370,Model_A,3.76,3.59,3.13,3.63,0
T00005372,Model_A,4.54,3.95,3.51,4.07,0
T00005374,Model_A,4.04,3.58,3.5,3.44,0
T00005379,Model_A,3.82,2.86,3.92,3.43,0
T00005382,Model_A,3.36,2.95,3.59,3.63,0
T00005384,Model_A,2.94,4.38,3.57,3.63,0
T00005386,Model_A,3.24,2.71,3.6,3.08,0
T00005387,Model_A,3.44,3.91,3.32,3.48,0
T00005390,Model_A,4.65,3.23,2.57,3.73,0
T00005392,Model_A,3.08,2.46,3.92,3.22,0
T00005395,Model_A,3.9,3.33,3.83,3.51,0
T00005398,Model_A,3.64,3.03,2.82,3.06,0
T00005405,Model_A,3.33,3.69,3.23,3.43,0
T00005409,Model_A,3.57,3.39,3.33,3.43,0
T00005413,Model_A,3.34,3.59,3.21,3.26,0
T00005422,Model_A,3.16,3.05,2.94,2.88,0
T00005423,Model_A,5.0,4.13,3.84,4.45,0
T00005425,Model_A,3.27,3.35,3.09,3.35,0
T00005426,Model_A,3.51,3.62,4.44,3.71,0
T00005431,Model_A,3.46,4.24,3.07,3.46,0
T00005432,Model_A,2.34,3.74,2.85,3.05,0
T00005434,Model_A,3.56,3.41,3.72,3.64,0
T00005436,Model_A,3.41,3.57,3.1,3.33,0
T00005437,Model_A,3.58,2.94,4.07,3.59,0
T00005442,Model_A,3.82,3.17,3.54,3.58,0
T00005446,Model_A,4.05,2.85,3.31,3.53,0
T00005447,Model_A,2.91,3.77,2.97,3.2,0
T00005449,Model_A,4.34,3.48,3.71,3.99,0
T00005454,Model_A,3.17,2.87,4.0,3.22,0
T00005457,Model_A,3.09,4.13,3.17,3.62,0
T00005460,Model_A,3.96,3.61,3.95,3.84,0
T00005462,Model_A,4.11,3.56,3.94,3.78,0
T00005467,Model_A,2.9,4.64,2.6,3.48,0
T00005472,Model_A,3.85,3.24,3.5,3.48,0
T00005473,Model_A,3.49,4.31,3.63,3.94,0
T00005479,Model_A,5.0,3.33,3.44,3.81,0
T00005480,Model_A,3.33,3.3,3.25,3.35,0
T00005481,Model_A,3.42,3.2,3.71,3.45,0
T00005485,Model_A,3.49,3.0,3.57,3.6,0
T00005500,Model_A,3.98,3.48,3.75,3.68,0
T00005507,Model_A,3.6,2.9,3.28,3.44,0
T00005509,Model_A,3.94,2.77,3.22,3.44,0
T00005510,Model_A,4.09,3.96,4.2,3.94,0
T00005513,Model_A,4.25,3.15,3.73,3.82,0
T00005514,Model_A,3.97,3.42,3.81,3.83,0
T00005515,Model_A,3.98,3.51,3.77,3.64,0
T00005517,Model_A,4.24,2.56,3.13,3.18,0
T00005518,Model_A,3.29,3.41,3.46,3.44,0
T00005519,Model_A,4.38,3.94,3.78,3.84,0
T00005520,Model_A,4.53,2.59,2.33,3.18,0
T00005523,Model_A,4.09,4.38,2.94,4.08,0
T00005531,Model_A,4.05,3.13,3.8,3.47,0
T00005534,Model_A,3.44,4.06,4.68,4.09,0
T00005537,Model_A,3.22,3.16,3.92,3.62,0
T00005549,Model_A,2.96,4.38,3.01,3.65,0
T00005556,Model_A,4.31,4.37,3.52,4.0,0
T00005558,Model_A,3.1,3.96,3.12,3.47,0
T00005562,Model_A,3.31,2.81,3.42,3.3,0
T00005563,Model_A,3.25,4.72,3.53,4.03,0
T00005566,Model_A,3.07,3.74,2.81,3.3,0
T00005568,Model_A,3.33,4.17,3.32,3.6,0
T00005575,Model_A,4.23,3.24,3.2,3.73,0
T00005576,Model_A,3.68,4.03,3.09,3.53,0
T00005577,Model_A,3.23,4.01,3.1,3.19,0
T00005585,Model_A,4.07,3.38,3.9,3.72,0
T00005587,Model_A,4.17,3.16,3.46,3.71,0
T00005589,Model_A,3.2,3.79,3.46,3.42,0
T00005591,Model_A,3.94,3.14,3.67,3.65,0
T00005592,Model_A,4.89,4.16,2.2,3.99,0
T00005593,Model_A,3.76,3.81,3.46,3.62,0
T00005597,Model_A,3.59,3.96,3.78,3.83,0
T00005599,Model_A,4.18,3.8,3.64,3.71,0
T00005601,Model_A,3.05,3.44,3.78,3.28,0
T00005602,Model_A,3.97,3.55,3.24,3.51,0
T00005604,Model_A,3.27,2.98,3.11,3.13,0
T00005617,Model_A,3.99,3.69,3.53,3.58,0
T00005625,Model_A,3.67,3.34,3.45,3.59,0
T00005637,Model_A,3.13,3.24,4.26,3.26,0
T00005642,Model_A,3.75,4.12,3.53,3.58,0
T00005643,Model_A,3.81,3.39,3.71,3.59,0
T00005647,Model_A,3.52,4.36,3.24,3.76,0
T00005648,Model_A,3.76,3.63,3.23,3.2,0
T00005650,Model_A,3.39,3.08,3.75,3.48,1
T00005654,Model_A,3.72,3.57,2.36,3.3,0
T00005656,Model_A,3.39,4.27,2.73,3.47,0
T00005660,Model_A,3.54,3.6,3.13,3.34,0
T00005661,Model_A,4.04,3.67,3.31,3.8,0
T00005664,Model_A,3.26,2.46,3.31,2.61,0
T00005668,Model_A,3.58,3.03,3.43,3.18,0
T00005677,Model_A,3.87,4.4,3.38,3.95,0
T00005678,Model_A,3.11,3.94,3.38,3.54,0
T00005687,Model_A,2.26,3.01,3.2,2.86,0
T00005691,Model_A,3.84,3.82,3.18,3.5,0
T00005699,Model_A,3.82,2.69,4.23,3.59,0
T00005706,Model_A,3.76,3.19,3.9,3.61,0
T00005708,Model_A,2.79,3.58,3.86,3.23,0
T00005709,Model_A,3.49,4.57,3.0,3.51,0
T00005715,Model_A,4.28,3.45,2.98,3.57,0
T00005717,Model_A,4.5,3.33,3.7,3.76,0
T00005721,Model_A,4.38,2.83,4.07,4.03,0
T00005722,Model_A,2.44,3.11,3.06,2.86,0
T00005726,Model_A,3.54,3.33,3.37,3.49,0
T00005728,Model_A,4.01,3.2,2.75,3.56,0
T00005741,Model_A,3.56,3.73,4.17,3.72,0
T00005743,Model_A,3.71,4.06,3.02,3.49,0
T00005744,Model_A,4.62,3.67,3.53,3.63,0
T00005745,Model_A,2.74,3.26,3.92,3.31,0
T00005750,Model_A,2.75,3.25,3.63,3.16,0
T00005753,Model_A,3.06,3.68,3.69,3.59,0
T00005756,Model_A,3.23,3.94,3.01,3.23,0
T00005758,Model_A,4.13,3.75,3.36,3.97,0
T00005759,Model_A,4.18,3.64,3.45,3.86,0
T00005761,Model_A,3.69,3.2,3.43,3.27,0
T00005763,Model_A,3.79,3.52,3.3,3.64,0
T00005774,Model_A,3.33,4.32,3.01,3.55,0
T00005775,Model_A,3.51,3.42,4.36,3.52,0
T00005776,Model_A,3.1,3.23,2.83,3.02,0
T00005777,Model_A,4.71,2.93,3.58,3.57,0
T00005785,Model_A,3.5,3.4,4.41,3.95,0
T00005787,Model_A,3.31,4.27,3.57,3.58,0
T00005792,Model_A,4.61,3.12,3.89,3.94,0
T00005811,Model_A,4.08,4.42,3.77,4.14,0
T00005819,Model_A,4.44,3.09,3.42,3.75,0
T00005821,Model_A,3.58,3.35,3.38,3.49,0
T00005824,Model_A,3.7,3.37,3.49,3.77,0
T00005826,Model_A,3.86,3.82,4.5,4.28,0
T00005828,Model_A,4.27,3.34,3.14,3.56,0
T00005832,Model_A,3.57,3.73,2.79,3.28,0
T00005833,Model_A,3.22,4.4,3.74,3.93,0
T00005837,Model_A,3.68,3.75,2.88,3.51,0
T00005839,Model_A,3.22,4.18,3.56,3.6,0
T00005841,Model_A,3.52,3.45,4.0,3.52,0
T00005843,Model_A,3.71,4.13,3.58,3.89,0
T00005849,Model_A,3.35,3.44,3.52,3.57,0
T00005852,Model_A,3.72,3.41,3.02,3.22,0
T00005853,Model_A,2.85,3.86,2.91,3.35,0
T00005857,Model_A,4.04,3.88,2.78,3.49,0
T00005858,Model_A,4.06,2.87,4.23,3.8,0
T00005862,Model_A,3.73,4.18,3.43,3.95,0
T00005864,Model_A,3.56,4.34,3.61,3.75,0
T00005867,Model_A,3.88,3.26,3.51,3.39,0
T00005868,Model_A,3.59,2.72,3.47,3.39,0
T00005869,Model_A,3.86,4.12,3.24,3.71,0
T00005873,Model_A,3.24,3.88,3.68,3.71,0
T00005874,Model_A,3.27,3.03,3.35,3.04,0
T00005880,Model_A,2.9,2.99,3.82,3.36,0
T00005881,Model_A,3.71,3.01,3.54,3.91,0
T00005885,Model_A,3.41,3.92,4.01,4.07,0
T00005886,Model_A,4.07,2.89,4.14,3.85,0
T00005889,Model_A,3.46,2.99,3.63,3.42,0
T00005892,Model_A,3.64,3.48,3.6,3.69,0
T00005896,Model_A,3.48,3.54,3.58,3.4,0
T00005900,Model_A,3.13,3.71,3.71,3.32,0
T00005908,Model_A,4.53,4.58,3.68,4.28,0
T00005909,Model_A,3.17,3.73,3.84,3.56,0
T00005913,Model_A,3.2,3.8,2.64,3.19,0
T00005915,Model_A,4.08,3.61,3.69,3.83,0
T00005917,Model_A,3.16,2.9,3.35,2.87,0
T00005919,Model_A,3.41,3.37,2.84,3.08,0
T00005921,Model_A,4.05,3.71,2.52,3.53,0
T00005924,Model_A,4.34,3.51,3.9,3.98,0
T00005926,Model_A,3.67,4.12,3.92,3.91,0
T00005927,Model_A,3.62,3.96,3.59,3.81,0
T00005930,Model_A,3.7,2.95,4.1,3.6,0
T00005934,Model_A,4.04,3.94,3.22,3.76,0
T00005935,Model_A,3.93,2.59,3.72,3.22,0
T00005941,Model_A,3.0,3.48,3.53,3.49,1
T00005942,Model_A,3.2,3.72,3.39,3.31,0
T00005947,Model_A,3.78,3.36,3.54,3.67,0
T00005949,Model_A,3.13,3.31,4.43,3.6,0
T00005953,Model_A,4.56,2.48,3.76,3.2,0
T00005955,Model_A,3.58,3.38,3.35,3.57,0
T00005956,Model_A,3.28,3.54,3.06,3.39,0
T00005959,Model_A,3.58,3.42,2.85,3.63,0
T00005961,Model_A,2.67,3.63,3.04,3.11,0
T00005962,Model_A,3.66,3.1,3.62,3.47,0
T00005966,Model_A,3.97,3.69,3.48,3.75,0
T00005967,Model_A,3.77,4.33,3.57,4.12,0
T00005968,Model_A,3.69,3.5,3.63,3.6,0
T00005969,Model_A,3.73,4.17,3.29,3.69,0
T00005970,Model_A,2.79,3.18,2.72,2.91,0
T00005971,Model_A,3.56,3.61,2.81,3.13,0
T00005973,Model_A,3.92,3.83,3.22,3.93,0
T00005976,Model_A,4.53,2.93,3.81,3.81,0
T00005977,Model_A,3.2,4.37,4.1,3.8,0
T00005985,Model_A,3.43,3.34,3.91,3.45,0
T00005988,Model_A,3.83,3.51,3.48,3.66,0
T00005991,Model_A,3.79,3.19,3.65,3.35,0
T00005999,Model_A,3.31,3.36,3.57,3.38,0
T00006003,Model_A,3.68,3.21,4.15,3.66,0
T00006004,Model_A,3.27,3.45,3.31,3.23,0
T00006008,Model_A,4.29,3.35,3.38,3.85,0
T00006013,Model_A,3.88,3.83,2.94,3.38,0
T00006014,Model_A,3.6,2.57,3.49,3.22,0
T00006015,Model_A,3.53,3.12,3.0,3.5,0
T00006018,Model_A,3.55,3.59,4.14,3.85,0
T00006021,Model_A,3.23,3.71,2.64,3.13,0
T00006023,Model_A,3.91,4.15,3.82,4.14,0
T00006025,Model_A,3.41,4.15,4.1,3.83,0
T00006028,Model_A,3.94,3.54,2.82,3.6,0
T00006029,Model_A,3.29,3.9,3.22,3.61,0
T00006030,Model_A,3.91,4.01,3.25,3.55,0
T00006032,Model_A,2.99,3.12,3.12,2.73,0
T00006036,Model_A,3.88,3.46,3.43,3.66,0
T00006037,Model_A,4.07,3.83,3.91,4.0,1
T00006042,Model_A,4.68,3.54,2.44,3.74,0
T00006043,Model_A,4.26,3.93,3.08,3.91,0
T00006046,Model_A,4.15,2.89,3.5,3.3,0
T00006047,Model_A,3.89,3.79,3.62,3.67,0
T00006051,Model_A,3.5,3.8,1.79,3.06,0
T00006052,Model_A,3.64,2.9,3.09,2.96,0
T00006054,Model_A,4.34,3.14,2.57,3.33,0
T00006058,Model_A,3.26,3.17,3.14,3.02,0
T00006059,Model_A,3.11,3.19,3.28,3.04,0
T00006060,Model_A,3.44,4.15,2.47,3.54,0
T00006064,Model_A,3.56,3.77,3.57,3.86,0
T00006065,Model_A,3.1,4.1,3.24,3.54,0
T00006066,Model_A,3.65,2.8,3.37,3.19,0
T00006068,Model_A,3.71,3.93,3.03,3.57,0
T00006070,Model_A,3.77,3.85,3.01,3.73,0
T00006071,Model_A,3.26,4.24,3.86,3.53,0
T00006079,Model_A,4.21,3.54,2.78,3.56,0
T00006086,Model_A,3.85,3.73,3.47,3.52,0
T00006089,Model_A,3.49,3.29,3.77,3.39,0
T00006091,Model_A,3.66,2.64,3.13,2.99,0
T00006092,Model_A,2.8,4.61,3.11,3.49,0
T00006097,Model_A,4.03,3.16,3.19,3.28,0
T00006099,Model_A,4.03,3.99,2.17,3.32,0
T00006100,Model_A,4.05,3.04,4.16,3.8,0
T00006103,Model_A,4.63,4.11,3.66,4.3,0
T00006104,Model_A,3.2,3.17,3.53,3.23,0
T00006106,Model_A,3.59,3.66,2.28,3.1,0
T00006107,Model_A,4.38,4.09,3.54,4.03,0
T00006108,Model_A,3.31,3.09,3.1,2.91,0
T00006109,Model_A,3.38,4.07,3.58,3.87,0
T00006111,Model_A,3.75,3.18,3.26,3.36,0
T00006115,Model_A,3.87,2.99,3.5,3.61,0
T00006116,Model_A,3.63,3.98,3.38,3.98,0
T00006121,Model_A,4.01,4.08,4.4,4.51,0
T00006123,Model_A,2.13,4.18,3.03,2.76,0
T00006129,Model_A,3.67,3.08,4.55,3.96,0
T00006130,Model_A,3.68,3.53,3.57,3.52,0
T00006137,Model_A,4.79,3.11,4.15,4.16,0
T00006139,Model_A,3.56,3.23,4.66,3.6,0
T00006140,Model_A,3.92,3.21,3.22,3.48,0
T00006141,Model_A,3.36,3.61,3.62,3.25,0
T00006156,Model_A,3.47,3.32,3.32,2.96,0
T00006157,Model_A,3.5,3.16,3.48,3.48,0
T00006158,Model_A,3.44,3.37,2.84,3.39,0
T00006161,Model_A,3.33,4.11,4.2,3.97,0
T00006165,Model_A,3.36,3.5,3.37,3.44,0
T00006167,Model_A,3.4,3.49,3.97,3.43,0
T00006170,Model_A,4.33,4.58,3.21,4.0,0
T00006171,Model_A,4.15,4.39,3.26,3.97,0
T00006172,Model_A,3.96,3.32,3.26,3.34,0
T00006173,Model_A,3.87,3.22,3.64,3.57,0
T00006175,Model_A,3.24,3.23,2.51,2.69,0
T00006176,Model_A,3.88,2.9,3.41,3.33,0
T00006177,Model_A,3.91,3.07,3.28,3.58,0
T00006180,Model_A,3.26,3.84,4.09,3.73,0
T00006182,Model_A,3.33,3.33,1.91,3.09,0
T00006187,Model_A,3.75,2.7,4.01,3.46,0
T00006189,Model_A,3.28,2.79,3.81,3.49,0
T00006193,Model_A,3.04,2.84,2.92,2.93,0
T00006196,Model_A,3.45,4.29,3.76,4.2,0
T00006197,Model_A,4.08,3.91,3.7,3.94,0
T00006198,Model_A,3.63,3.61,3.63,3.61,0
T00006199,Model_A,4.03,3.46,4.15,3.79,0
T00006201,Model_A,4.11,3.64,2.51,3.5,0
T00006203,Model_A,3.13,3.88,3.33,3.41,0
T00006204,Model_A,3.6,3.68,3.4,3.87,0
T00006208,Model_A,3.76,3.19,2.97,3.39,0
T00006210,Model_A,2.56,3.56,3.69,3.04,0
T00006212,Model_A,3.72,2.91,3.08,3.02,0
T00006213,Model_A,3.57,3.54,3.51,3.56,0
T00006220,Model_A,3.5,3.8,3.94,3.69,0
T00006226,Model_A,3.57,3.28,3.41,3.46,0
T00006229,Model_A,2.97,3.21,3.52,3.25,0
T00006230,Model_A,4.08,3.55,2.71,3.7,0
T00006233,Model_A,2.93,3.84,3.88,3.59,0
T00006235,Model_A,4.74,3.97,2.77,3.79,0
T00006236,Model_A,4.64,4.34,3.09,3.91,0
T00006237,Model_A,3.34,4.29,3.2,3.32,1
T00006243,Model_A,3.55,3.81,3.2,3.53,0
T00006246,Model_A,3.77,3.35,3.1,3.16,0
T00006248,Model_A,4.11,3.04,3.99,3.83,0
T00006250,Model_A,3.28,3.05,3.52,3.19,0
T00006253,Model_A,3.45,3.52,3.89,3.51,0
T00006256,Model_A,4.08,2.58,3.6,3.31,0
T00006257,Model_A,3.92,4.39,3.47,4.08,0
T00006258,Model_A,3.25,3.15,3.84,3.31,0
T00006261,Model_A,4.11,3.76,2.52,3.81,0
T00006263,Model_A,4.22,4.02,3.55,4.05,0
T00006266,Model_A,4.3,4.04,4.19,3.95,0
T00006267,Model_A,3.36,3.75,4.15,3.63,0
T00006271,Model_A,3.81,4.06,3.52,3.94,0
T00006275,Model_A,2.92,3.26,4.1,3.22,0
T00006278,Model_A,2.66,4.07,3.38,3.39,0
T00006280,Model_A,3.93,2.87,3.49,3.52,0
T00006282,Model_A,3.74,3.84,3.56,3.52,0
T00006284,Model_A,4.22,3.75,3.24,3.58,0
T00006289,Model_A,3.36,3.13,3.94,3.18,0
T00006290,Model_A,3.42,3.5,3.47,3.37,0
T00006292,Model_A,4.07,3.51,2.57,3.62,0
T00006293,Model_A,3.82,3.13,3.52,3.61,0
T00006296,Model_A,3.87,4.17,3.66,3.55,0
T00006297,Model_A,3.31,3.67,3.14,3.28,0
T00006299,Model_A,3.16,3.87,3.74,3.39,0
T00006303,Model_A,3.6,3.48,3.19,3.48,0
T00006304,Model_A,3.97,3.59,4.01,3.89,0
T00006307,Model_A,3.8,3.57,3.18,3.81,0
T00006313,Model_A,3.48,3.55,3.65,3.48,0
T00006314,Model_A,4.66,3.52,3.02,3.81,0
T00006319,Model_A,3.48,3.32,4.53,3.58,0
T00006320,Model_A,3.61,3.68,3.81,3.62,0
T00006324,Model_A,3.27,3.8,4.11,3.69,0
T00006326,Model_A,3.29,4.16,3.16,3.75,0
T00006329,Model_A,3.92,3.09,3.35,3.37,0
T00006330,Model_A,3.72,3.31,4.25,3.85,0
T00006334,Model_A,3.11,3.43,3.17,3.25,0
T00006339,Model_A,3.28,3.02,3.83,3.32,0
T00006344,Model_A,3.28,3.32,2.77,3.16,0
T00006345,Model_A,3.99,2.9,3.4,3.13,0
T00006346,Model_A,4.41,4.11,3.9,4.05,1
T00006350,Model_A,3.48,3.91,3.68,3.35,0
T00006351,Model_A,3.11,3.34,3.04,3.3,0
T00006352,Model_A,2.75,3.47,3.07,2.99,0
T00006354,Model_A,3.13,3.53,3.46,3.21,0
T00006362,Model_A,3.94,3.96,4.01,3.78,0
T00006365,Model_A,4.53,3.67,3.17,3.76,0
T00006366,Model_A,4.08,3.66,2.5,3.46,0
T00006370,Model_A,3.58,2.93,2.98,2.93,0
T00006371,Model_A,4.03,4.28,3.32,3.69,0
T00006374,Model_A,3.07,3.05,4.22,3.57,0
T00006375,Model_A,3.2,3.62,3.7,3.84,0
T00006380,Model_A,3.59,3.67,3.66,3.45,0
T00006385,Model_A,3.43,3.05,3.49,3.16,0
T00006387,Model_A,2.86,3.8,3.77,3.43,0
T00006389,Model_A,2.79,3.84,2.54,3.12,0
T00006396,Model_A,3.3,3.85,2.93,3.66,0
T00006397,Model_A,3.33,3.6,3.89,3.57,0
T00006398,Model_A,3.83,3.78,3.13,3.48,0
T00006401,Model_A,3.92,3.16,4.33,3.86,0
T00006402,Model_A,3.21,3.64,3.97,3.33,0
T00006403,Model_A,3.77,2.67,2.87,3.26,0
T00006404,Model_A,4.19,2.78,3.52,3.35,0
T00006406,Model_A,3.5,3.67,3.43,3.33,0
T00006407,Model_A,3.86,3.39,4.24,3.83,0
T00006411,Model_A,3.16,3.49,2.21,3.34,0
T00006416,Model_A,3.72,2.51,3.27,3.33,0
T00006419,Model_A,3.46,2.77,4.19,3.32,0
T00006420,Model_A,3.07,3.72,2.77,3.44,0
T00006421,Model_A,3.12,3.86,3.37,3.35,0
T00006423,Model_A,2.54,3.31,4.51,3.36,0
T00006424,Model_A,3.83,3.84,3.18,3.89,0
T00006429,Model_A,3.84,4.22,3.75,3.8,0
T00006433,Model_A,4.22,3.68,3.25,3.59,0
T00006436,Model_A,3.71,3.48,3.66,3.44,0
T00006437,Model_A,3.25,4.41,3.85,4.02,0
T00006440,Model_A,4.21,3.92,3.48,3.73,0
T00006443,Model_A,3.07,3.59,3.7,3.46,0
T00006445,Model_A,3.65,3.82,3.8,3.86,0
T00006446,Model_A,3.85,4.12,3.3,3.65,0
T00006447,Model_A,3.73,3.56,3.16,3.6,0
T00006448,Model_A,3.24,3.71,3.37,3.48,0
T00006451,Model_A,3.17,3.69,3.33,3.15,0
T00006455,Model_A,3.86,3.63,3.45,4.0,0
T00006463,Model_A,3.53,3.9,2.95,3.56,0
T00006464,Model_A,3.43,3.97,2.73,3.31,0
T00006471,Model_A,4.04,4.02,3.7,4.08,0
T00006477,Model_A,3.6,2.54,3.02,3.04,0
T00006480,Model_A,3.17,3.62,3.74,3.58,0
T00006485,Model_A,3.71,2.99,3.53,3.0,0
T00006486,Model_A,3.83,3.13,2.94,3.13,0
T00006487,Model_A,4.2,3.6,2.87,3.62,0
T00006492,Model_A,3.85,4.21,4.04,3.96,0
T00006493,Model_A,4.03,3.1,3.15,3.23,0
T00006496,Model_A,3.93,3.52,3.86,4.09,0
T00006498,Model_A,4.03,3.37,3.45,3.55,0
T00006499,Model_A,3.53,4.37,3.63,3.92,0
T00006501,Model_A,4.03,3.45,3.07,3.59,0
T00006504,Model_A,2.86,4.11,2.91,3.58,0
T00006505,Model_A,3.5,3.15,2.89,3.22,0
T00006508,Model_A,3.82,3.82,3.15,3.42,0
T00006510,Model_A,3.58,3.79,3.3,3.43,0
T00006512,Model_A,3.27,3.18,3.11,2.76,0
T00006514,Model_A,3.59,3.63,4.03,3.74,0
T00006519,Model_A,3.15,3.09,1.72,2.87,0
T00006520,Model_A,4.0,3.64,2.89,3.4,0
T00006521,Model_A,3.87,3.64,2.6,3.73,0
T00006526,Model_A,3.76,4.26,2.97,3.57,0
T00006528,Model_A,4.07,3.18,3.12,3.6,0
T00006530,Model_A,4.52,3.09,3.12,3.68,0
T00006531,Model_A,3.51,3.92,3.19,3.25,0
T00006532,Model_A,3.33,3.87,4.42,3.63,0
T00006534,Model_A,4.45,4.05,2.98,4.06,0
T00006540,Model_A,3.59,3.53,3.33,3.63,0
T00006548,Model_A,3.57,4.34,3.99,3.88,0
T00006550,Model_A,4.51,3.94,3.39,3.8,0
T00006554,Model_A,3.91,3.21,3.7,3.55,0
T00006556,Model_A,3.08,3.37,3.44,3.03,0
T00006557,Model_A,3.83,3.88,2.84,3.21,0
T00006558,Model_A,4.36,3.52,3.46,3.63,0
T00006560,Model_A,3.43,3.29,3.0,3.43,0
T00006564,Model_A,3.43,3.14,3.7,3.35,1
T00006565,Model_A,3.36,3.69,3.65,3.48,0
T00006566,Model_A,3.0,3.17,3.42,3.23,0
T00006569,Model_A,3.18,3.16,3.14,3.01,0
T00006579,Model_A,3.42,3.25,2.92,3.02,0
T00006580,Model_A,3.98,4.25,4.29,4.13,0
T00006581,Model_A,4.2,2.89,3.63,3.52,0
T00006582,Model_A,3.49,4.06,3.68,3.75,0
T00006584,Model_A,3.38,3.85,2.99,3.5,0
T00006585,Model_A,3.44,4.57,3.69,3.93,0
T00006586,Model_A,3.68,2.87,3.69,3.3,0
T00006587,Model_A,2.55,3.57,3.07,2.76,0
T00006590,Model_A,3.19,3.58,3.87,3.68,0
T00006591,Model_A,3.09,3.53,4.55,3.69,0
T00006593,Model_A,3.5,3.36,3.28,3.22,0
T00006594,Model_A,3.83,3.4,3.91,3.99,0
T00006596,Model_A,3.54,3.56,3.23,3.71,0
T00006597,Model_A,3.51,4.31,2.9,3.75,0
T00006600,Model_A,4.16,3.34,3.8,4.0,0
T00006601,Model_A,3.17,3.73,2.29,2.96,0
T00006606,Model_A,4.18,3.13,3.44,3.51,0
T00006607,Model_A,3.67,3.42,3.61,3.57,0
T00006614,Model_A,3.58,4.23,4.48,3.79,0
T00006619,Model_A,3.52,3.32,3.36,3.27,0
T00006621,Model_A,2.41,3.6,2.89,2.93,0
T00006623,Model_A,3.99,2.91,3.89,3.61,0
T00006624,Model_A,3.63,3.06,4.23,3.58,1
T00006626,Model_A,3.43,3.33,3.8,3.7,0
T00006628,Model_A,4.14,3.34,3.1,3.45,0
T00006629,Model_A,3.13,3.9,4.32,3.9,0
T00006630,Model_A,2.45,3.66,2.98,3.09,0
T00006632,Model_A,2.81,2.98,3.47,3.08,0
T00006634,Model_A,3.59,4.33,3.63,3.65,0
T00006635,Model_A,3.67,3.28,4.03,3.81,0
T00006636,Model_A,2.83,3.82,3.28,3.34,0
T00006638,Model_A,3.58,3.58,3.66,3.65,0
T00006640,Model_A,4.02,3.61,3.63,3.52,0
T00006641,Model_A,3.83,3.26,2.45,3.11,0
T00006645,Model_A,3.81,3.03,3.09,3.35,0
T00006647,Model_A,3.38,3.63,2.94,3.33,0
T00006648,Model_A,3.77,3.49,4.76,3.92,0
T00006650,Model_A,3.55,3.59,3.68,3.81,0
T00006651,Model_A,3.98,3.8,3.48,3.87,0
T00006654,Model_A,3.24,4.78,4.01,3.79,0
T00006655,Model_A,3.11,3.04,3.48,2.99,0
